16320,130560,570,3.5,667,232,28.6,5.7,
16320,130560,2138,13.1,2640,64,7.6,1.5,
16320,130560,2156,13.2,2661,64,7.6,1.5,
16320,130560,872,5.3,970,152,18.7,3.7
